Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors
Seed Round - Nyad,https://www.crunchbase.com/funding_round/nyad-a0d6-seed--0245b8c2,Seed,1300000,USD,1300000,2026-03-10,Seed,Nyad is an AI-powered software platform that assists wastewater treatment plants in more efficiently testing and treating conditions.,https://www.nyad.ai,3,"Artificial Intelligence (AI), Waste Management, Water","Birmingham, Alabama, United States, North America",Boost VC
Venture Round - Robot Era,https://www.crunchbase.com/funding_round/robot-era-series-unknown--f28f0397,Venture - Series Unknown,1000000000,CNY,145106290,2026-03-05,,Robot Era is an emerging technology business creates embodied intelligence and generic humanoid robot technologies and products.,https://www.robotera.com,7,"Artificial Intelligence (AI), Electronics, Manufacturing, Robotics","Haidian, Beijing, China, Asia",
Funding Round - Buntar Aerospace,https://www.crunchbase.com/funding_round/buntar-aerospace-undisclosed--b0b32d09,Funding Round,10400000,USD,10400000,2026-03-19,,Buntar Aerospace is an aerospace manufacturing company.It provides navigation systems with artificial intelligence modules.,https://buntaraerospace.com,3,"Aerospace, Artificial Intelligence (AI), Drones","Kyiv, Kyyiv, Ukraine, Europe",Axon
Venture Round - UpSurgeOn,https://www.crunchbase.com/funding_round/upsurgeon-series-unknown--7d33f14a,Venture - Series Unknown,5000000,EUR,5769921,2026-03-20,,"UpSurgeOn is a MedTech company specialized in life-like surgical simulation, virtual/mixed reality, surgical assessment and AI.",https://www.upsurgeon.com/,3,"3D Technology, Artificial Intelligence (AI), Health Care, Medical, Simulation, Training, Virtual Reality","Milan, Lombardia, Italy, Europe",CDP Venture Capital
Seed Round - PADO,https://www.crunchbase.com/funding_round/pado-25fd-seed--1c90720a,Seed,6000000,USD,6000000,2026-03-19,Seed,"PADO coordinates LLMs, tools, and data to build, monitor, and govern AI workflows and agents.",https://pado.co,1,"Artificial Intelligence (AI), Energy Management, Software","Malibu, California, United States, North America",NovaWave Capital
Seed Round - Vivox AI,https://www.crunchbase.com/funding_round/vivox-ai-seed--93e84e46,Seed,1300000,GBP,1732312,2026-03-04,Seed,Vivox AI develops AI agents that automate manual and repetitive tasks handled by Level 1 analysts.,https://www.vivox.ai,2,"Agentic AI, Artificial Intelligence (AI), Compliance, Risk Management, Software","London, England, United Kingdom, Europe",
Seed Round - Vectrix,https://www.crunchbase.com/funding_round/vectrix-be5c-seed--1ed2bcda,Seed,1150000,EUR,1335577,2026-03-05,Seed,Vectrix offers AI-based automation and consulting solutions for businesses and logistics companies to automate workflows.,https://vectrix.ai/,1,"Artificial Intelligence (AI), Software","Antwerp, Antwerpen, Belgium, Europe",RDY Ventures
Venture Round - Levitate,https://www.crunchbase.com/funding_round/real-magic-series-unknown--515e414b,Venture - Series Unknown,16000000,USD,16000000,2026-03-05,,Levitate develops a relationship marketing platform that provides communication tools and an AI dashboard.,https://levitate.ai,7,"Artificial Intelligence (AI), Contact Management, CRM, Email Marketing, InsurTech, SaaS","Raleigh, North Carolina, United States, North America",Harbert Growth Partners
Pre Seed Round - Triangle Health,https://www.crunchbase.com/funding_round/triangle-health-pre-seed--5f12d5ca,Pre-Seed,4000000,USD,4000000,2026-03-24,Seed,Triangle Health is a software company that uses artificial intelligence to analyze medical documents.,https://www.trianglehealth.com,1,"Analytics, Artificial Intelligence (AI), Database, Document Management, Health Care, Software","Pasadena, California, United States, North America",
Venture Round - Deep Intelligent Pharma,https://www.crunchbase.com/funding_round/deep-intelligent-pharma-series-unknown--63b40515,Venture - Series Unknown,40000000,USD,40000000,2026-03-04,,Deep Intelligent Pharma is a Singapore based AI Clinical Trial Company,https://www.dip-ai.com/,6,"Artificial Intelligence (AI), Biotechnology, Health Care, Pharmaceutical","Singapore, Central Region, Singapore, Asia","CDH Investments, Jinyi Capital, Kaitai Capital, Xin Ding Capital"
Pre Seed Round - First Concepts,https://www.crunchbase.com/funding_round/first-concepts-pre-seed--b5441716,Pre-Seed,871700,EUR,1000215,2026-03-17,Seed,"First Concepts delivers an intelligent creative workspace where agencies manage briefs, styles, assets and team collaboration.",https://firstconcepts.co/,2,"Artificial Intelligence (AI), SaaS, Software","London, England, United Kingdom, Europe","Antler, Arāya Ventures"
Seed Round - Dark Watch,https://www.crunchbase.com/funding_round/zero-trafficking-seed--636fc840,Seed,3500000,USD,3500000,2026-03-10,Seed,Dark Watch is an international security company that specializes in threat intelligence.,https://darkwatch.io,2,"Analytics, Artificial Intelligence (AI), Cyber Security, Hospitality, Information Technology, Internet, Payments, Risk Management, SaaS, Software","Palm City, Florida, United States, North America",Eagle Venture Fund
Seed Round - WeSort.AI,https://www.crunchbase.com/funding_round/wesort-ai-gmbh-seed--78b61626,Seed,10000000,EUR,11492747,2026-03-16,Seed,AI and Sensor based waste sorting,https://www.wesort.ai,2,"Artificial Intelligence (AI), Recycling, Software","Würzburg, Bayern, Germany, Europe","GGF, Infinity Recycling"
Series A - Glimpse,https://www.crunchbase.com/funding_round/glimpse-1ee9-series-a--99066feb,Series A,35000000,USD,35000000,2026-03-25,Early Stage Venture,Glimpse enables online brands to launch and distribute showrooms without the hefty costs of retail.,https://www.tryglimpse.com/,6,"Artificial Intelligence (AI), Data Management, Data Storage, Retail Technology, Sales Automation","New York, New York, United States, North America",Andreessen Horowitz
Series B - Striveworks,https://www.crunchbase.com/funding_round/striveworks-series-b--dfaef347,Series B,17999998,USD,17999998,2026-03-24,Early Stage Venture,"AIOps, AI, Machine Learning, ML, Data Science",https://striveworks.com,2,"Analytics, Artificial Intelligence (AI), Computer Vision, Geospatial, Machine Learning, Natural Language Processing, Software","Austin, Texas, United States, North America",Washington Harbour Partners
Seed Round - zymtrace,https://www.crunchbase.com/funding_round/zymtrace-seed--033e6658,Seed,8500000,USD,8500000,2026-03-11,Seed,AI Infrastructure optimization platform. Zymtrace profiles GPU & CPU workloads with zero instrumentation to cut costs and boost performance,https://zymtrace.com,2,"AI Infrastructure, Computer, GPU, Hardware, Machine Learning","New Castle, Delaware, United States, North America",Venture Guides
Series B - XYZ,https://www.crunchbase.com/funding_round/lounge-lab-series-b--e1685134,Series B,13000000000,KRW,8704624,2026-03-09,Early Stage Venture,XYZ is an retail-tech startup that develops AI-based service robots and automation systems for commercial environments.,https://www.xyzcorp.io/,5,"Artificial Intelligence (AI), Information Technology, Retail Technology, Robotics","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",Kolon Investment
Series A - Qevlar AI,https://www.crunchbase.com/funding_round/qevlar-ai-series-a--1650a8dd,Series A,30000000,USD,30000000,2026-03-10,Early Stage Venture,Qevlar AI is a SOC platform that enhances security operations by investigating alerts and correlating data to detect real threats.,https://www.qevlar.com,3,"Artificial Intelligence (AI), Cyber Security, Information Technology, Network Security, SaaS","Paris, Ile-de-France, France, Europe","Forgepoint Capital, Partech"
Seed Round - Zero RFI,https://www.crunchbase.com/funding_round/zero-rfi-seed--39e90350,Seed,13800000,USD,13800000,2026-03-16,Seed,Zero RFI is an AI-native platform company purpose-built to modernize the construction industry at scale.,https://www.zero-rfi.com/,1,"Artificial Intelligence (AI), Construction, Industrial","Atlanta, Georgia, United States, North America",General Catalyst
Seed Round - Alomana,https://www.crunchbase.com/funding_round/dataspark-ai-seed--9ec15c8e,Seed,4000000,EUR,4576643,2026-03-16,Seed,Alomana harnesses artificial intelligence and data analytics to drive insights and innovation across various industries.,https://alomana.com/,1,"Artificial Intelligence (AI), Enterprise Software, Generative AI, Software","Milan, Lombardia, Italy, Europe",CDP Venture Capital
Pre Seed Round - Prickly Pear Health,https://www.crunchbase.com/funding_round/prickly-pear-health-pre-seed--1a045d44,Pre-Seed,600000,USD,600000,2026-03-26,Seed,"Prickly Pear is an AI-powered digital health solution that focuses on supporting women’s brain health, during the menopausal transition.",https://pricklypear.io,4,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Women's",,
Series A - Deccan AI,https://www.crunchbase.com/funding_round/deccan-ai-series-a--0ae9af01,Series A,25000000,USD,25000000,2026-03-25,Early Stage Venture,"Deccan AI specializes in providing high-quality, human-labeled data for AI model training and evaluation.",https://www.deccan.ai,2,"Artificial Intelligence (AI), SaaS, Software","San Francisco, California, United States, North America",A91 Partners
Series A - Qurrent,https://www.crunchbase.com/funding_round/qurrent-be19-series-a--e5b2e38e,Series A,15000000,USD,15000000,2026-03-12,Early Stage Venture,Qurrent is an autonomous digital workforce company that provides digital workforces that execute complex back-office operations.,https://qurrent.ai,2,"Artificial Intelligence (AI), Enterprise Software, Finance, Procurement","San Francisco, California, United States, North America",Cervin Ventures
Seed Round - Nyne.ai,https://www.crunchbase.com/funding_round/nyne-ai-seed--07be8282,Seed,5300000,USD,5300000,2026-03-13,Seed,Nyne.ai is The People Data Company,https://nyne.ai,2,"Artificial Intelligence (AI), B2B, Lead Generation, Machine Learning, SaaS, Sales, Sales Automation, Sales Enablement, Software","San Francisco, California, United States, North America","South Park Commons, Wischoff Ventures"
Pre Seed Round - Forithmus,https://www.crunchbase.com/funding_round/forithmus-pre-seed--deffd844,Pre-Seed,4000000,USD,4000000,2026-03-17,Seed,Forithmus develops large-scale data infrastructures and foundation model-based artificial intelligence.,https://www.forithmus.com,1,"Artificial Intelligence (AI), Health Care, Software","Zürich, Zurich, Switzerland, Europe","e2vc, Point Nine"
Series A - Axiamatic,https://www.crunchbase.com/funding_round/axiamatic-series-a--8e8ecb2d,Series A,54000000,USD,54000000,2026-03-11,Early Stage Venture,AI for ERP Transformation,https://www.axiamatic.com,1,"Artificial Intelligence (AI), Enterprise Resource Planning (ERP), Generative AI, Software","Saratoga, California, United States, North America",
Series A - Hanover Park,https://www.crunchbase.com/funding_round/hanover-park-series-a--0cfb2009,Series A,27000000,USD,27000000,2026-03-18,Early Stage Venture,Hanover Park is a software company that develops AI-native ERP solutions.,https://www.hanoverpark.com,1,"Analytics, Artificial Intelligence (AI), Data Collection and Labeling, Enterprise Resource Planning (ERP), Information Technology, Software","New York, New York, United States, North America",Emergence Capital
Seed Round - Crafting,https://www.crunchbase.com/funding_round/crafting-seed--fe562297,Seed,5500000,USD,5500000,2026-03-09,Seed,"Crafting develops a developer infrastructure platform that enables software engineers to build, test, validate, and deploy software.",https://crafting.dev,2,"Artificial Intelligence (AI), Developer Platform, Developer Tools, Software","San Francisco, California, United States, North America",Mischief
Seed Round - Anori,https://www.crunchbase.com/funding_round/anori-seed--a8dafd4c,Seed,26000000,USD,26000000,2026-03-19,Seed,"Anori is an independent company spun out from Alphabet's X moonshot factory, focused on revolutionizing building and development through AI.",https://www.anori.com,1,"Artificial Intelligence (AI), Software","San Mateo, California, United States, North America","Builders VC, Prologis"
Seed Round - Airflows,https://www.crunchbase.com/funding_round/airflows-seed--27b68ab2,Seed,2000000,EUR,2320371,2026-03-25,Seed,"Airflows is a platform offering private AI solutions for back-office operations, enabling the creation of applications, workflows.",https://airflows.com,1,"Artificial Intelligence (AI), Information Technology",,Adara Ventures
Seed Round - Constems-AI,https://www.crunchbase.com/funding_round/constems-ai-seed--8f325d78,Seed,2000000,USD,2000000,2026-03-11,Seed,"Constems-AI develops and applies AI technologies, with a focus on vision-based systems that can surpass human cognition.",https://constems-ai.com,4,"Artificial Intelligence (AI), Consulting, Software","Noida, Uttar Pradesh, India, Asia",Finvolve
Venture Round - Artemis,https://www.crunchbase.com/funding_round/mona-lee-f807-series-unknown--3b6caaa8,Venture - Series Unknown,6000000,USD,6000000,2026-03-04,,Artemis provides solar energy solutions focused on transparent pricing and customized system design.,https://artemispower.com/,5,"Artificial Intelligence (AI), Consumer, Renewable Energy, Software, Solar","Boston, Massachusetts, United States, North America","Long Journey Ventures, WIND Ventures"
Seed Round - LobbyAI,https://www.crunchbase.com/funding_round/lobbyai-seed--e426e585,Seed,300000000,JPY,1881279,2026-03-17,Seed,"LobbyAI offers comprehensive solutions, spanning from AI database construction to administration.",https://lobbyai.co.jp/,2,"Artificial Intelligence (AI), Information Technology, Social","Shibuya, Kanagawa, Japan, Asia",First Light Capital
Seed Round - Dodge AI,https://www.crunchbase.com/funding_round/dodge-ai-seed--85af0ea0,Seed,2000000,USD,2000000,2026-03-16,Seed,Dodge AI is an enterprise automation platform that specializes in ERP maintenance.,https://www.getdodge.ai,1,"Artificial Intelligence (AI), Enterprise Resource Planning (ERP)","San Francisco, California, United States, North America","Accel, Google AI Futures Fund"
Venture Round - Dexmate,https://www.crunchbase.com/funding_round/dexmate-series-unknown--4db614be,Venture - Series Unknown,41045967,USD,41045967,2026-03-10,,Dexmate is a robotics startup developing general-purpose mobile robots with manipulation capabilities.,https://www.dexmate.ai/vega,1,"Electronic Design Automation (EDA), Robotic Process Automation (RPA), Robotics","Santa Clara, California, United States, North America",LG Technology Ventures
Seed Round - Krane,https://www.crunchbase.com/funding_round/krane-seed--bea3789a,Seed,9000000,USD,9000000,2026-03-25,Seed,Krane is an AI-powered construction supply chain platform that simplifies material logistics and enhances project performance.,https://krane.tech,1,"Artificial Intelligence (AI), Construction, Information Technology, Software, Supply Chain Management","Foster City, California, United States, North America","Glasswing Ventures, Link Ventures"
Venture Round - UniX AI,https://www.crunchbase.com/funding_round/unix-ai-series-unknown--0fccd87f,Venture - Series Unknown,300000000,CNY,43668122,2026-03-02,,"UniX AI focuses on independent research and development, large-scale manufacturing, and diverse applications across multiple scenarios.",https://www.unix-group.ai/,4,"Artificial Intelligence (AI), Information Technology, Robotics","Shanghai, Shanghai, China, Asia",
Series B - Giga AI,https://www.crunchbase.com/funding_round/excellent-vision-series-b--0dc757de,Series B,1000000000,CNY,145127349,2026-03-05,Early Stage Venture,Giga AI is a spatial intelligence firm focused on upgrading video generation to a 4D world model.,https://gigaai.cc/,6,"Artificial Intelligence (AI), Video","Haidian, Beijing, China, Asia",
Series A - Reclaim Security,https://www.crunchbase.com/funding_round/reclaim-security-series-a--0bf6670b,Series A,20000000,USD,20000000,2026-03-04,Early Stage Venture,Reclaim Security builds AI-powered software to automatically detect and fix security risks in an organization’s IT environment.,https://reclaim.security/,2,"Artificial Intelligence (AI), Computer, Network Security","New York, New York, United States, North America",Acrew Capital
Series E - Capacity,https://www.crunchbase.com/funding_round/capacityai-series-e--ab150d8f,Series E,30000000,USD,30000000,2026-03-10,Late Stage Venture,Capacity provides an AI-powered platform for customer support automation and business process management.,https://capacity.com,9,"Artificial Intelligence (AI), Customer Service, Machine Learning, Natural Language Processing, SaaS","Saint Louis, Missouri, United States, North America",Kathy Ireland
Series B - Noetix Robotics,https://www.crunchbase.com/funding_round/noetix-robotics-series-b--2dd71179,Series B,1000000000,CNY,145560408,2026-03-02,Early Stage Venture,"Noetix Robotics manufactures humanoid robots, integrating various technologies such as general artificial intelligence and robotic bionics.",https://noetixrobotics.com/,7,"Industrial Engineering, Manufacturing, Robotic Process Automation (RPA), Robotics","Haidian, Beijing, China, Asia",CD Capital
Seed Round - Asterminds,https://www.crunchbase.com/funding_round/asterminds-7b88-seed--1ad50bca,Seed,110000000,JPY,696917,2026-03-10,Seed,"Asterminds has created the AI listening agent ""InTake"" to address the structural problem of ""information intake.""",https://asterminds.ai/,1,"Artificial Intelligence (AI), Machine Learning, SaaS","Konan, Tokyo, Japan, Asia","Delight Ventures, DNX Ventures"
Venture Round - Everdrone,https://www.crunchbase.com/funding_round/everdrone-ab-series-unknown--00f98d53,Venture - Series Unknown,36000000,SEK,3872261,2026-03-19,,Everdrone is revolutionizing emergency response with drone technology.,https://www.everdrone.com/,1,"Artificial Intelligence (AI), Computer Vision, Drones, Navigation, Public Safety, Robotics, Software","Säve, Vastra Gotaland, Sweden, Europe",Sciety
Seed Round - Kled AI,https://www.crunchbase.com/funding_round/nitrility-seed--dfe600c8,Seed,7000000,USD,7000000,2026-03-10,Seed,Kled is the first human data marketplace,https://www.kled.ai/,5,"Artificial Intelligence (AI), Internet, Marketplace, Peer to Peer, Software","San Francisco, California, United States, North America",
Seed Round - Origins Network.,https://www.crunchbase.com/funding_round/origins-network-seed--ac54d543,Seed,8000000,USD,8000000,2026-03-23,Seed,"OriginLab develops Origin and OriginPro, software for data analysis, graphing, and scientific visualization.",https://www.originspro.com/,1,"Artificial Intelligence (AI), Decentralized Finance (DeFi), Web3",,
Seed Round - Delphyr,https://www.crunchbase.com/funding_round/delphyr-seed--6dca1e73,Seed,1750000,EUR,2047421,2026-03-03,Seed,Delphyr is an AI platform that automates clinical workflows and summarizes patient data for healthcare professionals.,https://www.delphyr.ai,2,"Artificial Intelligence (AI), Health Diagnostics, Medical, Medical Device, Software","Amsterdam, Noord-Holland, The Netherlands, Europe",
Seed Round - Eragon,https://www.crunchbase.com/funding_round/eragon-0368-seed--340746f6,Seed,12000000,USD,12000000,2026-03-18,Seed,"Eragon is an AI Operating System built for companies to analyze business, connecting data, people, and processes into a single workspace.",https://www.eragon.ai/,1,"Artificial Intelligence (AI), Information Technology, Internet","San Francisco, California, United States, North America",Long Journey Ventures
Seed Round - Manifold AI,https://www.crunchbase.com/funding_round/manifold-ai-seed--6397ff96,Seed,200000000,CNY,28910090,2026-03-04,Seed,Manifold AI is an artificial intelligence company that provides development of embodied intelligent world models.,https://manifoldai.cn,4,"Artificial Intelligence (AI), Robotics","Chaoyang, Liaoning, China, Asia","Tsinghua Holdings Capital, Xichuang Investment"
Seed Round - Chalkie,https://www.crunchbase.com/funding_round/chalkie-seed--76d1ad4a,Seed,4000000,USD,4000000,2026-03-18,Seed,"Chalkie AI provides educators with robust, AI-powered tools that streamline lesson planning.",https://chalkie.ai/,2,"Artificial Intelligence (AI), Education, Information Technology","London, England, United Kingdom, Europe",Triple Point Ventures
Pre Seed Round - Hyground,https://www.crunchbase.com/funding_round/hyground-pre-seed--a631a448,Pre-Seed,3000000,EUR,3464715,2026-03-23,Seed,Hyground is a sovereign DevOps co-pilot that brings clarity to complex IT operations and reduces downtime and operational toil.,https://hyground.ai,1,"Agentic AI, Generative AI, Information Technology, Software","Hamburg, Hamburg, Germany, Europe",Partech
Series B - Entrix,https://www.crunchbase.com/funding_round/entrix-series-b--0fc51bcd,Series B,43000000,EUR,49887984,2026-03-25,Early Stage Venture,Entrix provides software and services that support the operation and optimization of energy storage and renewable energy assets.,https://www.entrixenergy.com/en,5,"Artificial Intelligence (AI), Battery, Energy, Energy Storage, Power Grid, Renewable Energy, Trading Platform","Munich, Bayern, Germany, Europe","BNP Paribas, Junction Growth Investors, Korys"
Seed Round - Laminar,https://www.crunchbase.com/funding_round/laminar-fd7c-seed--871b634e,Seed,3000000,USD,3000000,2026-03-16,Seed,"Laminar is a Information Service providing firm offering an open source platform for observability, analytics, evals and chain management.",https://www.lmnr.ai/,2,"Artificial Intelligence (AI), Developer Tools, Information Services","San Francisco, California, United States, North America",Atlantic
Seed Round - Catches,https://www.crunchbase.com/funding_round/catches-seed--53ce0370,Seed,10000000,USD,10000000,2026-03-16,Seed,Catches offers AI-powered knowledge hub software that centralizes and retrieves company information for teams.,https://www.catches.ai,1,"Artificial Intelligence (AI), Business Intelligence, Collaboration, Data Integration, Enterprise Software, Knowledge Management, Productivity Tools, SaaS, Semantic Search, Software","London, England, United Kingdom, Europe",
Seed Round - Advocacy,https://www.crunchbase.com/funding_round/advocacy-lab-seed--c5f7dfd3,Seed,3500000,USD,3500000,2026-03-06,Seed,Advanced litigation systems.,https://www.advocacy.ai/,1,"Artificial Intelligence (AI), Legal Tech, Software","San Francisco, California, United States, North America",Relentless
Venture Round - metaBIX Biotech,https://www.crunchbase.com/funding_round/metabix-biotech-series-unknown--3a2464d6,Venture - Series Unknown,1300000,USD,1300000,2026-03-09,,"Global game changer in predicting diseases caused by viruses and bacteria affecting plants, animals and humans.",https://metabixbiotech.com,6,"Artificial Intelligence (AI), Bioinformatics, Biotechnology","Montevideo, NA - Uruguay, Uruguay, South America",
Series A - Lightwheel,https://www.crunchbase.com/funding_round/light-wheel-intelligence-series-a--708845d8,Series A,1000000000,CNY,145639757,2026-03-11,Early Stage Venture,Lightwheel provides comprehensive simulation solutions to Embodied AI,https://lightwheel.ai/,4,"Artificial Intelligence (AI), Autonomous Vehicles, Robotics, Simulation","Santa Clara, California, United States, North America",
Pre Seed Round - xmemory,https://www.crunchbase.com/funding_round/xmemory-pre-seed--ae16afc7,Pre-Seed,4000000,USD,4000000,2026-03-18,Seed,"xmemory is an AI‑focused startup working on advanced, structured memory architectures for AI agents and large‑language‑model (LLM) systems.",https://xmemory.ai,1,"Artificial Intelligence (AI), Internet, IT Infrastructure","London, England, United Kingdom, Europe",Fly Ventures
Seed Round - Vuelo,https://www.crunchbase.com/funding_round/vuelo-0539-seed--804d0c14,Seed,6000000,GBP,8038747,2026-03-25,Seed,"Vuelo is redefining how the world plans, books and pays for travel, elevating journeys into richer experiences",https://getvuelo.com/,2,"Artificial Intelligence (AI), FinTech, Payments, Travel","London, England, United Kingdom, Europe",BACKED VC
Seed Round - 14.ai,https://www.crunchbase.com/funding_round/14-ai-seed--35226d89,Seed,3000000,USD,3000000,2026-03-03,Seed,14.ai is a pioneering AI-native customer support for business-to-consumer brands that replaces human agents with autonomous AI.,https://14.ai,1,"Artificial Intelligence (AI), Customer Service","San Francisco, California, United States, North America",Y Combinator
Venture Round - Tripo,https://www.crunchbase.com/funding_round/tripo-b19f-series-unknown--762cd632,Venture - Series Unknown,50000000,USD,50000000,2026-03-25,,"Tripo AI provides an AI tool that generates 3D models from text, images, or doodles.",https://www.tripo3d.ai,1,"3D Technology, Artificial Intelligence (AI), Software","San Francisco, California, United States, North America","Alibaba Group, Baidu Ventures"
Seed Round - General Tensor,https://www.crunchbase.com/funding_round/general-tensor-seed--2b1200f0,Seed,5000000,USD,5000000,2026-03-11,Seed,"General Tensor builds bittensor infrastructure, runs mining/validating operations, and develops subnet/DeFi apps.",https://generaltensor.io,2,AI Infrastructure,"Tórtola, Castilla-La Mancha, Spain, Europe",Good Morning
Seed Round - Stratum Biosciences,https://www.crunchbase.com/funding_round/stratum-biosciences-seed--7fbcfeb7,Seed,2000000,USD,2000000,2026-03-27,Seed,Stratum Biosciences develops therapies that pass through the skin barrier to reach specific targets.,http://www.stratumbio.com,1,"Artificial Intelligence (AI), Biotechnology, Consumer Goods, Life Science, Pharmaceutical","New York, New York, United States, North America",Harvard Business School Alumni Angels of Greater NY
Series A - Flexzo Ai,https://www.crunchbase.com/funding_round/flexzo-ai-series-a--14bde148,Series A,12000000,USD,12000000,2026-03-20,Early Stage Venture,Flexzo is an AI-powered healthcare staffing platform that connects healthcare organizations with healthcare professionals.,https://flexzo.ai,2,"Artificial Intelligence (AI), Health Care, Hospital, Human Resources, Recruiting","Milton Keynes, Milton Keynes, United Kingdom, Europe",Octopus Ventures
Seed Round - Sapiens AI,https://www.crunchbase.com/funding_round/sapiens-ai-seed--90e6b8b6,Seed,20000000,USD,20000000,2026-03-08,Seed,Sapiens AI is a Singapore-based startup specializing in homegrown AI models and tools tailored for Southeast Asia.,,1,"Artificial Intelligence (AI), Enterprise Software, Finance, Government, Health Care","Singapore, Central Region, Singapore, Asia",
Seed Round - Rebel Audio,https://www.crunchbase.com/funding_round/rebel-audio-seed--d9038cee,Seed,3800000,USD,3800000,2026-03-11,Seed,"Rebel Audio is an audio platform that processes recordings with AI to generate titles, and publish episodes to podcast platforms.",https://www.rebelaudio.ai/,1,"Artificial Intelligence (AI), Audio, Podcast","Nashville, Tennessee, United States, North America",
Seed Round - Quantro Security,https://www.crunchbase.com/funding_round/quantro-security-seed--60cd1fc9,Seed,5500000,USD,5500000,2026-03-10,Seed,Quantro Security provides AI-native cybersecurity solutions using autonomous AI agents for enterprise vulnerability and risk management.,https://quantro.security,1,"Agentic AI, Artificial Intelligence (AI), Business Intelligence, Cyber Security, Data Visualization, Enterprise Software, Machine Learning, Security, Software","West New York, New Jersey, United States, North America",Gradient
Series B - RoboCT,https://www.crunchbase.com/funding_round/roboct-series-b--f265a1ec,Series B,100000000,CNY,14455045,2026-03-04,Early Stage Venture,RoboCT is a developer of exoskeleton robot technology that helps patients with lower-body motor dysfunction learn to walk.,http://www.roboct.com/,7,"Artificial Intelligence (AI), Assistive Technology, Medical Device, Rehabilitation, Robotics, Software","Yuhang, Zhejiang, China, Asia",ABC Capital
Seed Round - Newcode.ai,https://www.crunchbase.com/funding_round/newcode-ai-seed--f17a6a7d,Seed,6500000,USD,6500000,2026-03-17,Seed,Delivering the Specialized AI Platform for Legal Professionals,https://newcode.ai,1,"Artificial Intelligence (AI), Legal Tech, SaaS","Oslo, Oslo, Norway, Europe",The LegalTech Fund
Venture Round - HT Aero,https://www.crunchbase.com/funding_round/ht-aero-series-unknown--93ee6f01,Venture - Series Unknown,200000000,USD,200000000,2026-03-13,,HT Aero aspires to be the pioneer of urban air mobility (UAM) and is dedicated to producing safe and intelligent electric flying vehicles.,https://www.aeroht.com,5,"Aerospace, Automotive, Drones, Electric Vehicle, Intelligent Systems","Tianhe, Hubei, China, Asia",
Pre Seed Round - Superapp,https://www.crunchbase.com/funding_round/superapp-0288-pre-seed--43dd7a80,Pre-Seed,1600000,USD,1600000,2026-03-05,Seed,Superappis developing an AI-powered no-code platform designed to create applications for iOS and macOS.,https://www.superappp.com,1,"Apps, Artificial Intelligence (AI), Internet",,
Series C - Dexory,https://www.crunchbase.com/funding_round/botsandus-ltd-series-c--2ad89887,Series C,8500000,GBP,11352860,2026-03-26,Late Stage Venture,Dexory captures real-time insights of warehouse operations using fully autonomous robots and Artificial Intelligence.,https://www.dexory.com/,12,"Artificial Intelligence (AI), Data Visualization, Logistics, Retail Technology, Warehouse Automation, Warehousing","London, England, United Kingdom, Europe",British Business Bank
Seed Round - The Sentience Company,https://www.crunchbase.com/funding_round/the-sentience-company-seed--28123ce7,Seed,6500000,USD,6500000,2026-03-26,Seed,"The Sentience Company builds personalised AI high-fidelity simulations that mirror an individual’s unique knowledge, voice, and judgment.",https://sentience.com/,1,"Artificial Intelligence (AI), Digital Signage, Personalization","New York, New York, United States, North America",Bain Capital Ventures
Seed Round - Soge Intelligent,https://www.crunchbase.com/funding_round/soge-intelligent-seed--ed4ca0de,Seed,10000000,CNY,1452243,2026-03-10,Seed,Soge Intelligent engages in technology promotion and application services.,,1,"Artificial Intelligence (AI), Information Technology","Shanghai, Shanghai, China, Asia",Inspiration Capital
Seed Round - PeakAI,https://www.crunchbase.com/funding_round/peakai-seed--ff07d7c1,Seed,2000000,USD,2000000,2026-03-23,Seed,PeakAI is an AI-based cryptocurrency distribution operating system.,https://www.takeapeak.ai,1,"Artificial Intelligence (AI), Cryptocurrency",,
Series A - Lace,https://www.crunchbase.com/funding_round/lace-ai-series-a--b96c59d0,Series A,40000000,USD,40000000,2026-03-23,Early Stage Venture,Lace is an AI driven software company that offers revenue intelligence software designed for call centers in the trades.,https://laceai.net/,3,"Artificial Intelligence (AI), Call Center, Software","Mountain View, California, United States, North America",Atomico
Seed Round - TESS,https://www.crunchbase.com/funding_round/pareto-group-seed--3fd15f3d,Seed,25000000,BRL,4872914,2026-03-02,Seed,TESS AI is an enterprise-grade autonomous agentic AI platform engineered to deliver hard corporate ROI,https://tess.us/,2,"Agentic AI, Artificial Intelligence (AI), Generative AI, SaaS","Concord, California, United States, North America","DYDX, Hi Ventures"
Series A - Surveily,https://www.crunchbase.com/funding_round/surveily-series-a--c170f6db,Series A,2500000,EUR,2901669,2026-03-05,Early Stage Venture,Surveily uses AI to harden safety in manufacturing. It detects threats in realtime and helps prevention. No internet or CCTV upgrade needed.,https://surveily.com/,7,"Analytics, Artificial Intelligence (AI), Computer Vision, Machine Learning, Manufacturing, Public Safety, Risk Management, Security","Wroclaw, Dolnoslaskie, Poland, Europe","Look AI Ventures, Momenta"
