Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors
Venture Round - Dragonfly AI,https://www.crunchbase.com/funding_round/dragonfly-ai-series-unknown--604b4539,Venture - Series Unknown,5000000,GBP,6884217,2026-01-28,,Dragonfly AI is a predictive visual analytics platform that simulates how attention works in the brain to show what the audience sees first.,http://www.dragonflyai.co,4,"Analytics, Artificial Intelligence (AI), Machine Learning","London, England, United Kingdom, Europe",24 Haymarket
Seed Round - Blockit AI,https://www.crunchbase.com/funding_round/blockit-ai-seed--e1980e1d,Seed,5000000,USD,5000000,2026-01-22,Seed,"Blockit AI delivers an AI scheduling agent that coordinates, books, and reschedules meetings across calendars and time zones.",https://blockit.tech,1,"Artificial Intelligence (AI), Business Process Automation (BPA), Collaboration, Enterprise Software, Personalization, Productivity Tools, Scheduling, Software","San Francisco, California, United States, North America",Sequoia Capital
Seed Round - Rainbow Weather,https://www.crunchbase.com/funding_round/rainbow-weather-seed--a08ed0a2,Seed,5500000,USD,5500000,2026-01-26,Seed,Rainbow Weather uses artificial intelligence to give accurate and rapid weather forecasts.,https://rainbow.ai/,2,"Artificial Intelligence (AI), Mobile Apps, Software","Warszawa, Mazowieckie, Poland, Europe",Yuri Gurski
Seed Round - Musical AI,https://www.crunchbase.com/funding_round/musical-ai-seed--387c5cbe,Seed,4500000,USD,4500000,2026-01-13,Seed,"Musical AI is a technology company focused on secure music licensing, rights management, and attribution for AI applications.",https://wearemusicalai.com/,2,"Artificial Intelligence (AI), Information Technology, Music","Los Angeles, California, United States, North America",Heavybit
Seed Round - BandoSubito,https://www.crunchbase.com/funding_round/bandosubito-seed--854ebaa8,Seed,2000000,EUR,2374310,2026-01-27,Seed,The first AI for finding and managing Grants and Tenders,https://bandosubito.it,3,"Artificial Intelligence (AI), FinTech, Software","Turin, Piemonte, Italy, Europe",
Venture Round - Taalentfy,https://www.crunchbase.com/funding_round/knowledgefy-series-unknown--79e0efab,Venture - Series Unknown,1500000,EUR,1743892,2026-01-19,,"Taalentfy is a technology and platform allow to identify, select and manage people in the new talent and employment paradigm",http://www.taalentfy.com,6,"Artificial Intelligence (AI), Human Resources, Knowledge Management, Machine Learning, Mobile Apps, Training","Málaga, Andalucia, Spain, Europe",
Seed Round - Unusual AI,https://www.crunchbase.com/funding_round/unusual-ai-seed--4dd5d19f,Seed,3600000,USD,3600000,2026-01-02,Seed,Unusual AI is an IT and Internet firm offering AI that personalise website according to visitors for more conversions.,https://www.unusual.ai/,2,"Artificial Intelligence (AI), Information Technology, Internet","San Francisco, California, United States, North America",BoxGroup
Pre Seed Round - WholeSum,https://www.crunchbase.com/funding_round/wholesum-de82-pre-seed--6783dd15,Pre-Seed,730000,GBP,980823,2026-01-05,Seed,Wholesum makes it possible for businesses to gather the data they truly require and create analysis that can handle actual human responses.,https://www.wholesum.tech,2,"Artificial Intelligence (AI), Data Management, Machine Learning","Mildenhall, Suffolk, United Kingdom, Europe",Twin Path Ventures
Seed Round - Memsilicon,https://www.crunchbase.com/funding_round/memsilicon-seed--50520c90,Seed,100000000,CNY,14322133,2026-01-05,Seed,Memsilicon specializes in research and development solutions for RRAM storage and AI computing technologies.,,2,"Artificial Intelligence (AI), Data Storage, Information Technology","Beijing, Beijing, China, Asia","CDB Technology Venture Capital, Legend Capital, Lenovo Capital and Incubator Group (LCIG), SDIC Venture Capital"
Series A - Cloudforce,https://www.crunchbase.com/funding_round/cloudforce-2a87-series-a--e3a4b4d4,Series A,10000000,USD,10000000,2026-01-09,Early Stage Venture,"Cloudforce designs cloud and AI solutions supporting organizations in building, migrating, and maintaining systems on the Microsoft Cloud.",https://www.gocloudforce.com,1,"Artificial Intelligence (AI), Cloud Computing, Cloud Management, Data Center, Software","National, Maryland, United States, North America",Owl Ventures
Series D - Omniscient Neurotechnology,https://www.crunchbase.com/funding_round/omniscient-neurotechnology-series-d--7c61d0b6,Series D,20000000,AUD,13366000,2026-01-16,Late Stage Venture,"Omniscient develops AI and data-driven solutions to improve treatment for brain disorders, providing predictive analytics for clinicians.",https://www.o8t.com/,4,"Artificial Intelligence (AI), Bioinformatics, Health Care, Machine Learning, Medical Device, Neuroscience","Sydney, New South Wales, Australia, Oceania","National Reconstruction Fund Corporation, OIF Ventures"
Series A - Klearly,https://www.crunchbase.com/funding_round/klearly-series-a--fc406acf,Series A,14000000,USD,14000000,2026-01-13,Early Stage Venture,"Klearly powers B2B revenue teams with the visibility and confidence to know where, when, and how to grow revenue.",https://klearly.com,5,"Computer, Machine Learning, Marketing, SaaS, Sales, Software","Raleigh, North Carolina, United States, North America",PayPal Ventures
Pre Seed Round - Zeya Health,https://www.crunchbase.com/funding_round/zeya-health-pre-seed--f08cafbd,Pre-Seed,575000,USD,575000,2026-01-11,Seed,Zeya is an AI co-pilot that automates admin and streamlines workflows for outpatient clinics across Asia.,https://zeya.health,3,"Artificial Intelligence (AI), B2B, Health Care, SaaS","Singapore, Central Region, Singapore, Asia",Antler
Series B - Ninetech,https://www.crunchbase.com/funding_round/ninetech-9abe-series-b--ac2f91e5,Series B,100000000,CNY,14322133,2026-01-05,Early Stage Venture,Ninetech provides digital transformation and upgrading solutions for large state-owned enterprises and central enterprises.,http://www.ninetechone.com/,5,"Apps, Artificial Intelligence (AI), Big Data","Shenzhen, Guangdong, China, Asia",Shenzhen Special Economic Zone Construction and Development Strategic Emerging Fund
Seed Round - LeMong,https://www.crunchbase.com/funding_round/lemong-seed--b385058c,Seed,1000000000,KRW,682328,2026-01-21,Seed,LeMong automates comments on content assistants using AI technology.,https://www.lemong.team,2,"Artificial Intelligence (AI), Content, Content Marketing","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",
Series A - Flip CX,https://www.crunchbase.com/funding_round/redroute-series-a--cf522d11,Series A,20000000,USD,20000000,2026-01-13,Early Stage Venture,"Flip your CX with best in class Voice AI for retail eCommerce, transportation, and healthcare brands.",https://flipcx.com,5,"Artificial Intelligence (AI), Customer Service, E-Commerce Platforms, SaaS, Software","New York, New York, United States, North America","Next Coast Ventures, Ridge Ventures"
Series B - CloudSEK,https://www.crunchbase.com/funding_round/cloudsek-series-b--d7ce2b48,Series B,10000000,USD,10000000,2026-01-13,Early Stage Venture,CloudSEK is a predictive cyber threat intelligence platform that identifies and forecasts AI-driven attack sequences before they emerge.,https://www.cloudsek.com,8,"Artificial Intelligence (AI), Cyber Security, Machine Learning, SaaS, Security","Singapore, Central Region, Singapore, Asia",Connecticut Innovations
Seed Round - Arrowhead,https://www.crunchbase.com/funding_round/arrowhead-ddc0-seed--1607de3c,Seed,3000000,USD,3000000,2026-01-07,Seed,Arrowhead provides an AI-powered virtual calling platform that automates inbound and outbound sales and customer engagement tasks.,https://www.arrowhead.team,2,"Artificial Intelligence (AI), Generative AI, Software","Bangalore, Karnataka, India, Asia",Stellaris Venture Partners
Seed Round - Theorem,https://www.crunchbase.com/funding_round/theorem-8d91-seed--74781dea,Seed,6000000,USD,6000000,2026-01-27,Seed,Theorem is an AI based Software Development firm offering productivity and verification tools for development.,https://theoremlabs.com/,2,"Artificial Intelligence (AI), Information Technology, Productivity Tools, Software","San Francisco, California, United States, North America",Khosla Ventures
Pre Seed Round - Maxfusion,https://www.crunchbase.com/funding_round/maxfusion-pre-seed--1fe6dab1,Pre-Seed,500000,EUR,581875,2026-01-15,Seed,Maxfusion offers a platform for creating AI ads at scale,https://maxfusion.ai,1,"Apps, Artificial Intelligence (AI), Software","Praha, Hlavni mesto Praha, Czech Republic, Europe",Czech Founders VC
Venture Round - bellFace,https://www.crunchbase.com/funding_round/bellface-series-unknown--226e7123,Venture - Series Unknown,750000000,JPY,4750037,2026-01-19,,bellFace is an IT company that offers an AI application for sales and a mobile app that visualizes the sales process.,https://corp.bell-face.com/,4,"Artificial Intelligence (AI), Small and Medium Businesses, Telecommunications","Tokyo, Tokyo, Japan, Asia",
Venture Round - Vibrant,https://www.crunchbase.com/funding_round/vibrant-87a3-series-unknown--b2193773,Venture - Series Unknown,61000000,USD,61000000,2026-01-12,,Vibrant develops an AI drug development platform to focus on building immune system-related drug pipelines.,https://www.vibrantx.com/,4,"Artificial Intelligence (AI), Health Care, Information Technology","Guangzhou, Guangdong, China, Asia","Apricot Capital, Pfizer Venture Investments"
Angel Round - ListenHub,https://www.crunchbase.com/funding_round/listenhub-angel--600b11a7,Angel,2000000,USD,2000000,2026-01-01,Seed,"ListenHub is an AI-powered platform that converts text, videos, PDFs, documents into podcasts, explainer videos, slides, and voice-cloned.",https://listenhub.ai,1,"Artificial Intelligence (AI), Automotive, Content Creators, Digital Media, Information Technology",,FutureX Capital
Seed Round - ResquadAI,https://www.crunchbase.com/funding_round/resquadai-seed--20e78b36,Seed,1500000,USD,1500000,2026-01-15,Seed,ResquadAI is a service company that connects local software development studios with other companies.,https://resquad.ai,2,"Artificial Intelligence (AI), Recruiting, Staffing Agency","Dammam, Ash Sharqiyah, Saudi Arabia, Asia",Saeed Raddad Group
Series A - Academii,https://www.crunchbase.com/funding_round/academii-series-a--8b491352,Series A,1000000,GBP,1366555,2026-01-26,Early Stage Venture,"Academii operates as an eLearning platform that provides engaging, bite-size and high-quality content.",https://academii.co.uk,2,"Artificial Intelligence (AI), Education, E-Learning","Cardiff, Cardiff, United Kingdom, Europe",Development Bank of Wales
Seed Round - Aliado,https://www.crunchbase.com/funding_round/aliado-1328-seed--6c2268f0,Seed,13000000,BRL,2408121,2026-01-09,Seed,"Aliado uses AI to analyze in-store interactions, find why sales fail, and deliver instant micro-training to retail staff.",https://alia.do,2,"Artificial Intelligence (AI), Retail Technology, SaaS","São Paulo, Sao Paulo, Brazil, South America","Headline, Nestal"
Angel Round - Manifold AI,https://www.crunchbase.com/funding_round/manifold-ai-angel--67b94a16,Angel,100000000,CNY,14340824,2026-01-12,Seed,Manifold AI is an artificial intelligence company that provides development of embodied intelligent world models.,https://manifoldai.cn,3,"Artificial Intelligence (AI), Robotics","Chaoyang, Liaoning, China, Asia","Huawei Hubble, Legend Capital, Plum Ventures"
Seed Round - Uplift AI,https://www.crunchbase.com/funding_round/uplift-ai-seed--b3b66850,Seed,3500000,USD,3500000,2026-01-29,Seed,Uplift AI creates voice AI models for regional languages to enable natural speech interactions and improve digital accessibility.,https://upliftai.org,2,"Artificial Intelligence (AI), Natural Language Processing, Software","Lahore, Punjab, Pakistan, Asia","Indus Valley Capital, Y Combinator"
Pre Seed Round - Asymmetric Security,https://www.crunchbase.com/funding_round/asymmetric-security-pre-seed--a3124023,Pre-Seed,4200000,USD,4200000,2026-01-23,Seed,Asymmetric Security is an AI-native cybersecurity startup specializing in digital forensics and incident response.,https://www.asymmetricsecurity.com/,1,"Artificial Intelligence (AI), Cyber Security, Security","San Francisco, California, United States, North America",Susa Ventures
Seed Round - AgileRL,https://www.crunchbase.com/funding_round/agilerl-seed--da3520bb,Seed,5400000,USD,5400000,2026-01-07,Seed,AgileRL is streamlining reinforcement learning with RLOps and democratising access to building human-level artificial intelligence systems.,https://agilerl.com,2,"Artificial Intelligence (AI), Machine Learning, Software","London, England, United Kingdom, Europe",Fusion Fund
Pre Seed Round - Revox,https://www.crunchbase.com/funding_round/revox-2101-pre-seed--ebfc4aa7,Pre-Seed,3000000,EUR,3491250,2026-01-15,Seed,Use Voice AI to automate your outbound calls,https://www.getrevox.com,1,"Artificial Intelligence (AI), Information Technology, Internet","Meudon, Ile-de-France, France, Europe",
Venture Round - Nature Select,https://www.crunchbase.com/funding_round/nature-select-series-unknown--ef47c7ad,Venture - Series Unknown,30000000,USD,30000000,2026-01-20,,"Nature Select is a software company that develops AI memory models, multimodal interaction systems, and 3D interactive gameplay.",https://natureselect.ai/,2,"3D Technology, Artificial Intelligence (AI), Software",,"5Y Capital, Alibaba Group, Ant Group, Cyber Creation Ventures (CCV), Qiming Venture Partners, Seas Capital"
Seed Round - Tivara,https://www.crunchbase.com/funding_round/tivara-seed--9e071448,Seed,3600000,USD,3600000,2026-01-08,Seed,"Tivara designs software to help doctors quickly automate prior authorization requests, so care is delivered faster.",https://www.tivara.com/,2,"Artificial Intelligence (AI), B2B, Health Care","New York, New York, United States, North America",
Seed Round - Simplex AI,https://www.crunchbase.com/funding_round/simplex-ai-seed--c6e3e7b0,Seed,6000000,USD,6000000,2026-01-19,Seed,"Simplex AI develops Lev8, an AI-native platform for real-time sales and recruiting intelligence and buyer intent insights.",https://lev8.com/,1,"Artificial Intelligence (AI), Enterprise Software, Lead Generation, Marketing, Productivity Tools, Recruiting, Sales Automation, Software","Singapore, Central Region, Singapore, Asia",GL Ventures LLC
Seed Round - Neuropacs,https://www.crunchbase.com/funding_round/neuropacs-seed--f230d554,Seed,1000000,USD,1000000,2026-01-20,Seed,"Neuropacs is an AI-based software platform, specializes in neurodegenerative diseases.",https://neuropacs.com/,1,"Artificial Intelligence (AI), Online Portals, Software","Gainesville, Florida, United States, North America",Neuro Investment Group
Seed Round - Trooly.AI,https://www.crunchbase.com/funding_round/trooly-ai-seed--b5ed2134,Seed,10000000,USD,10000000,2026-01-30,Seed,Trooly.AI is an AI-native user research platform providing qualitative user interview services.,https://www.trooly.ai/,1,"Artificial Intelligence (AI), Generative AI","Shanghai, Shanghai, China, Asia",BlueRun Ventures
Seed Round - Level3 AI,https://www.crunchbase.com/funding_round/level3-ai-seed--237f17da,Seed,13000000,USD,13000000,2026-01-22,Seed,LV3.ai builds intelligent AI agents that automate customer support and business workflows across channels and languages.,https://www.lv3.ai/,1,"Artificial Intelligence (AI), IT Management, Sales Automation",,Lightspeed Venture Partners
Seed Round - AICertified,https://www.crunchbase.com/funding_round/aicertified-seed--dd4d4a48,Seed,1000000,EUR,1160960,2026-01-15,Seed,AICertified provides AI skills training and certification as an edtech platform.,https://www.becomeaicertified.com/,1,"Artificial Intelligence (AI), Information Technology, Internet","Dublin, Dublin, Ireland, Europe",Oyster Capital Partners
Series A - Seven Things Group,https://www.crunchbase.com/funding_round/seven-things-group-series-a--a92b662d,Series A,50000000,CNY,7180503,2026-01-26,Early Stage Venture,Seven Things Group a smart new retail service provider.,,1,"Artificial Intelligence (AI), Brand Marketing, Digital Marketing","Shenzhen, Guangdong, China, Asia",
Pre Seed Round - Collective OS,https://www.crunchbase.com/funding_round/collective-os-pre-seed--53db30dc,Pre-Seed,2500000,USD,2500000,2026-01-28,Seed,"Collective OS is a data partnership platform, empowering professional service firms to flex their capabilities through shared services.",https://JoinCollectiveOS.com,3,"Artificial Intelligence (AI), Consulting, Enterprise Software, Professional Services, SaaS, Software","Miami, Florida, United States, North America",
Series A - Superlinear,https://www.crunchbase.com/funding_round/superlinear-eu-series-a--16538891,Series A,6000000,EUR,6985200,2026-01-13,Early Stage Venture,Decide better. Move faster.,https://superlinear.eu,1,"Artificial Intelligence (AI), Generative AI, Information Technology, Machine Learning, Software, Software Engineering","Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",BDO
Pre Seed Round - RiskFront,https://www.crunchbase.com/funding_round/riskfront-pre-seed--8148f21d,Pre-Seed,3300000,USD,3300000,2026-01-21,Seed,Agentic AI systems for financial crime operational tasks and workflows.,https://riskfront.ai/,2,"Agentic AI, Artificial Intelligence (AI), Information Technology, Software","Los Angeles, California, United States, North America",Lytical Ventures
Series A - Deep Intelligence Technology,https://www.crunchbase.com/funding_round/deep-intelligence-technology-series-a--a5e8e774,Series A,31000000,USD,31000000,2026-01-14,Early Stage Venture,Deep Intelligence Technology is an AI system developer that offers SAAS-based services to small and medium-sized businesses.,http://www.fuzhi.ai,2,"Artificial Intelligence (AI), Information Technology, SaaS","Xiamen, Fujian, China, Asia",Cathay Capital
Seed Round - Keyi Technology,https://www.crunchbase.com/funding_round/keyi-technology-seed--a7599a4c,Seed,100000000,CNY,14320903,2026-01-06,Seed,Keyi Technology is an innovative company engaged in the research and development and production of interactive robots.,https://keyirobot.com.cn/,1,"Artificial Intelligence (AI), Machine Learning, Robotics","Haidian, Beijing, China, Asia","Wuzhong Financial Holdings Group, Yuanhe Taihu Bay"
Seed Round - Intersect,https://www.crunchbase.com/funding_round/intersect-6e61-seed--db060309,Seed,3000000,USD,3000000,2026-01-29,Seed,Intersect is an IT company that focuses on creating contemporary web applications utilizing advanced technologies and generative AI.,https://intersect.inc,1,"Generative AI, Information Technology, UX Design, Web Development","Tokyo, Tokyo, Japan, Asia","ALPHA, SBI Investment"
Seed Round - Luna Systems,https://www.crunchbase.com/funding_round/luna-28ca-seed--a352aa7e,Seed,1500000,EUR,1745625,2026-01-15,Seed,Luna provides AI and computer vision to manage how micromobility vehicles are ridden and parked.,http://www.luna.systems,3,"Artificial Intelligence (AI), Computer Vision, Fleet Management, Internet of Things, Last Mile Transportation, Machine Learning","Dublin, Dublin, Ireland, Europe",Fundracer Capital
Angel Round - Haisen Digital Investment,https://www.crunchbase.com/funding_round/haisen-digital-investment-angel--a8cef912,Angel,15800000,CNY,2255339,2026-01-07,Seed,Haisen Digital Investment is an integrated marketing service provider for short video live streaming e-commerce.,,1,"Artificial Intelligence (AI), Digital Marketing, Video","Guangzhou, Guangdong, China, Asia",Yuecheng Shijia
Pre Seed Round - ALTEK AI,https://www.crunchbase.com/funding_round/altek-ai-pre-seed--7d0ef57a,Pre-Seed,423000,EUR,500259,2026-01-23,Seed,Altek AI transforms hospitality with AI agents that boost guest experience and drive hotel revenue through smart integration.,https://www.altek.ai/,1,"Generative AI, Hospitality, SaaS, Software","Oslo, Oslo, Norway, Europe",Startuplab
Venture Round - Helin,https://www.crunchbase.com/funding_round/helin-data-series-unknown--a0199f91,Venture - Series Unknown,10000000,EUR,11750881,2026-01-23,,Helin provides a SaaS solution that combines edge control with cloud data processing and remote AI applications.,https://www.helindata.com,5,"Analytics, Artificial Intelligence (AI), Cloud Data Services, Internet of Things, Marine Technology, Renewable Energy","Rijswijk, Zuid-Holland, The Netherlands, Europe",FORWARD.one
Seed Round - Materialspace,https://www.crunchbase.com/funding_round/materialspace-seed--dfa3cbab,Seed,7000000,USD,7000000,2026-01-29,Seed,Materialspace develops AI-driven platforms to optimize bidding for finish trade contractors.,https://www.materialspace.io,1,"Artificial Intelligence (AI), Information Technology, Software","New York, New York, United States, North America","Secret Chord Ventures, StageOne Ventures, Timber Grove Ventures"
Seed Round - AINA Tech,https://www.crunchbase.com/funding_round/aina-tech-a0ac-seed--932c04b5,Seed,1000000,USD,1000000,2026-01-15,Seed,AINA is an empathetic AI hiring platform that accelerates business growth and reduces costs by automating 80% of recruitment processes,https://aina-tech.io/product,1,"Artificial Intelligence (AI), Recruiting","Dubai, Dubai, United Arab Emirates, Asia",
Series A - Ant AI Intelligent Agent,https://www.crunchbase.com/funding_round/ant-ai-intelligent-agent-series-a--c9160d4b,Series A,10000000,CNY,1433980,2026-01-22,Early Stage Venture,"Ant AI Intelligent Agent delivers end-to-end AI-driven marketing automation, helping SMBs scale from customer acquisition to conversion.",,1,"Artificial Intelligence (AI), Marketing Automation","Hangzhou, Zhejiang, China, Asia",Juntu Capital
Seed Round - Aniai,https://www.crunchbase.com/funding_round/aniai-seed--6505ff74,Seed,4000000,USD,4000000,2026-01-20,Seed,Aniai develops a labor solution for quick service restaurants by building a robotic kitchen.,https://www.aniai.ai/,4,"Artificial Intelligence (AI), Food and Beverage, Industrial Automation, Robotics","New York, New York, United States, North America",Korea Development Bank
Seed Round - Valent Projects,https://www.crunchbase.com/funding_round/valent-projects-seed--7dcf7236,Seed,1100000,GBP,1478409,2026-01-14,Seed,"Valent Projects addresses online manipulation and disinformation, offering tools to track and analyze media data.",https://www.valent-projects.com,1,"Artificial Intelligence (AI), Information Services, Real Time, Social Media","North Kensington, Kent, United Kingdom, Europe",Bayes Entrepreneurship Fund
Seed Round - Atom Reshape,https://www.crunchbase.com/funding_round/atom-reshape-seed--2b6aef15,Seed,100000000,CNY,14318852,2026-01-08,Seed,Atom Reshape's 3D printer goods are primarily aimed for the C-end consumer market.,,3,"3D Printing, Artificial Intelligence (AI)","Shenzhen, Guangdong, China, Asia",
Seed Round - CertHub,https://www.crunchbase.com/funding_round/certhub-seed--bb77f7dc,Seed,6200000,EUR,7270169,2026-01-06,Seed,AI-Powered MedTech Compliance Platform,https://www.certhub.de/en,1,"Artificial Intelligence (AI), Information Technology, Software","München, Bayern, Germany, Europe",Cusp Capital
Pre Seed Round - Principled Intelligence,https://www.crunchbase.com/funding_round/principled-intelligence-pre-seed--1701b3c1,Pre-Seed,1850000,EUR,2154849,2026-01-09,Seed,Principled Intelligence specializes in developing technologies that control and govern artificial intelligence systems.,https://principled-intelligence.com/,1,"Artificial Intelligence (AI), Data Governance, Risk Management, Software","Rome, Lazio, Italy, Europe",
Venture Round - REVORN,https://www.crunchbase.com/funding_round/revorn-series-unknown--c135e18a,Venture - Series Unknown,430000000,JPY,2747525,2026-01-06,,REVORN is a technology company that engages in the research and development of odor sensors and artificial intelligence solutions.,https://www.revorn.co.jp/,3,"App Discovery, Artificial Intelligence (AI), Hardware, Software","Tokyo, Tokyo, Japan, Asia",
Seed Round - Modeinspect,https://www.crunchbase.com/funding_round/acreom-seed--ff85f7c1,Seed,3400000,USD,3400000,2026-01-15,Seed,Modeinspect is the new way of building software products,https://modeinspect.com/,2,"Artificial Intelligence (AI), Generative AI, Internet","San Francisco, California, United States, North America",Partech
Pre Seed Round - Meet Caria,https://www.crunchbase.com/funding_round/meet-caria-pre-seed--80cc9b0a,Pre-Seed,1000000,USD,1000000,2026-01-13,Seed,"Meet Caria, a leading international business in technology, consulting, business.",https://meetcaria.ai,1,"Artificial Intelligence (AI), Recruiting, Software","Newark, Delaware, United States, North America",ANF Investment
Series A - Sanmi Technology,https://www.crunchbase.com/funding_round/sanmi-technology-series-a--b54b37ee,Series A,10000000,CNY,1436101,2026-01-23,Early Stage Venture,Sanmi Technology specializes in providing end-to-end technical services for the digital transformation of conventional industries.,,1,"3D Technology, Artificial Intelligence (AI)","Xuzhou, Jiangsu, China, Asia",
Seed Round - PAN Network,https://www.crunchbase.com/funding_round/pan-network-d01a-seed--8076560f,Seed,1000000,USD,1000000,2026-01-23,Seed,"PAN Network is focused on enabling a verifiable, human-intervention-free economy where AI agents can transact autonomously.",https://pan.network/,2,"Agentic AI, Artificial Intelligence (AI)",,
Seed Round - Withpoints,https://www.crunchbase.com/funding_round/withpoints-seed--e8e9d383,Seed,4000000000,KRW,2764564,2026-01-06,Seed,Withpoints is a 3D Vision-powered robot automation platform.,https://www.withpoints.co.kr/,1,"3D Technology, Robotic Process Automation (RPA), Robotics","Seongnam, Kyonggi-do, South Korea, Asia",CRIT Ventures
Seed Round - AVES Reality,https://www.crunchbase.com/funding_round/aves-reality-seed--295267dc,Seed,2700000,EUR,3142857,2026-01-14,Seed,AVES Reality creates AI-based software that generates virtual 3D maps of any location using data such as satellite and overflight images.,https://avesreality.com,2,"Artificial Intelligence (AI), Mapping Services, Navigation","Garmisch-partenkirchen, Bayern, Germany, Europe",Matterwave Ventures
Seed Round - IrisGo.AI,https://www.crunchbase.com/funding_round/irisgo-ai-seed--903e8319,Seed,2800000,USD,2800000,2026-01-27,Seed,"IrisGo serves up instant answers, smart plans, and hands-free automation—so you can focus on the big stuff while it handles the routine.",https://irisgo.ai,2,"Artificial Intelligence (AI), Generative AI","Palo Alto, California, United States, North America",AI Fund
Seed Round - Whistle Performance,https://www.crunchbase.com/funding_round/whistle-performance-seed--a101736a,Seed,2000000,USD,2000000,2026-01-20,Seed,Whistle Performance provides AI-driven sports and human performance analytics software for teams and organizations.,https://www.whistleperformance.ai,1,"Analytics, Artificial Intelligence (AI), EdTech, Enterprise Software, Health Care, Human Resources, Machine Learning, Software, Sports","San Diego, Texas, United States, North America",
Angel Round - Wanyigui Technology,https://www.crunchbase.com/funding_round/wanyigui-technology-angel--bb09fda1,Angel,10000000,CNY,1433075,2026-01-14,Seed,"Wanyigui Technology is a multi-industry integrated ecosystem builder, consistently focusing on technological innovation and business models.",https://www.wanyigui.com/,1,"Artificial Intelligence (AI), Big Data, Machine Learning","Guizhou, Liaoning, China, Asia",Dengshili Co
Seed Round - Xingyuan Technology,https://www.crunchbase.com/funding_round/xingyuan-technology-seed--cbc85218,Seed,50000000,CNY,7197973,2026-01-28,Seed,"Xingyuan Technology, a company specializing in the underlying technology of the metaverse",,1,"Artificial Intelligence (AI), Machine Learning","Hangzhou, Zhejiang, China, Asia",
Series A - Greenphard Energy,https://www.crunchbase.com/funding_round/greenphard-energy-series-a--b1c412c1,Series A,1530000,USD,1530000,2026-01-15,Early Stage Venture,"Greenphard Energy is an IT consulting firm that offers renewable energy, machine learning, IoT data analysis, and cloud computing services.",https://greenphard.com/,4,"Artificial Intelligence (AI), Cloud Computing, Internet of Things, Machine Learning, Renewable Energy","Tokyo, Tokyo, Japan, Asia",
Pre Seed Round - Nucleus 4D,https://www.crunchbase.com/funding_round/nucleus-4d-pre-seed--12d61a58,Pre-Seed,1500000,USD,1500000,2026-01-20,Seed,Digitizing every space into a living 3D revenue engine,https://www.nucleus4d.com/,2,"3D Technology, Artificial Intelligence (AI), PropTech, Real Estate","Austin, Texas, United States, North America","Antler, South Loop Ventures"
Venture Round - Padmi,https://www.crunchbase.com/funding_round/padmi-series-unknown--c44d48e7,Venture - Series Unknown,810000,EUR,961642,2026-01-30,,Padmi is an artificial intelligence mobile application that serves technological assistance and support for individual internet users.,https://www.padmi.es,2,"Artificial Intelligence (AI), Gaming, Mobile Apps","Madrid, Madrid, Spain, Europe",
Venture Round - Armilla AI,https://www.crunchbase.com/funding_round/armilla-ai-series-unknown--9451464d,Venture - Series Unknown,25000000,USD,25000000,2026-01-23,,Armilla AI is a governance platform that enables algorithmic accountability to drive ethical decisions with transparency.,https://www.armilla.ai,6,"Artificial Intelligence (AI), InsurTech, Software","Toronto, Ontario, Canada, North America",
Venture Round - BirdseyePost,https://www.crunchbase.com/funding_round/birdseye-5349-series-unknown--6e4a9d92,Venture - Series Unknown,5000000,USD,5000000,2026-01-26,,"Birdseye helps you discover and engage high-value prospects offline, at home, with data-driven mailing strategies built around your goals.",http://www.birdseyepost.com,3,"Artificial Intelligence (AI), Data Integration, Direct Marketing, Marketing, SaaS, Software","Toronto, Ontario, Canada, North America",Drive Capital
Seed Round - AGGX,https://www.crunchbase.com/funding_round/aggx-seed--7b008b5e,Seed,2000000,USD,2000000,2026-01-15,Seed,AGGX a project focused on next-generation GPU and AI computing infrastructure.,,1,Artificial Intelligence (AI),,Ternary Fund Management
Seed Round - AiderX,https://www.crunchbase.com/funding_round/aiderx-seed--6e8929e1,Seed,10000000000,KRW,6779619,2026-01-13,Seed,AiderX is a technology startup that creates AI assistants for everyone.,https://www.aiderx.io,2,"Advertising, Artificial Intelligence (AI), Cloud Infrastructure","Seongnam, Kyonggi-do, South Korea, Asia",
Seed Round - Nami Technology,https://www.crunchbase.com/funding_round/nami-technology-seed--bf961be0,Seed,4000000,USD,4000000,2026-01-18,Seed,Namitech is a developer of voice biometrics and natural language processing.,https://www.namitech.io,2,"Biometrics, Natural Language Processing","Ho Chi Minh City, NA - Vietnam, Vietnam, Asia",
Seed Round - Fini AI,https://www.crunchbase.com/funding_round/fini-ea8a-seed--c064e93a,Seed,3600000,USD,3600000,2026-01-15,Seed,Fini | Automate 80% of enterprise support with AI agents,https://www.usefini.com,2,"Agentic AI, Artificial Intelligence (AI), Machine Learning, SaaS, Technical Support","Amsterdam, Noord-Holland, The Netherlands, Europe",Matrix
